ФИО,Учитель,Школа,Класс,Параллель,Сектор,Статус,Задание,Топик,Сложность,Балл,Макс,Уровень_ученика
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,4,Вычитание в пределах 100,2,2,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,5,Разрядный состав числа,2,2,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,6,Сложение с переходом через десяток,2,2,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,7,Вычитание с переходом через десяток,2,2,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,8,Таблица умножения,2,2,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,9,Деление,2,1,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,10,Порядок действий,2,1,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,11,Текстовая задача,2,1,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,12,Составная задача (2 действия),3,3,3,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,13,Геометрические фигуры,1,1,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,14,Периметр,3,2,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,15,Единицы измерения,2,1,2,базовый
Кямран Алиев,Учитель 08,Лицей №3,3А,3,AZ,в проекте,16,Логическая задача,3,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,1,Числа и счёт,1,1,1,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,2,Сравнение чисел,1,1,1,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,3,Сложение в пределах 100,2,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,4,Вычитание в пределах 100,2,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,5,Разрядный состав числа,2,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,6,Сложение с переходом через десяток,2,1,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,7,Вычитание с переходом через десяток,2,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,8,Таблица умножения,2,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,9,Деление,2,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,10,Порядок действий,2,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,11,Текстовая задача,2,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,12,Составная задача (2 действия),3,0,3,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,13,Геометрические фигуры,1,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,14,Периметр,3,1,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,15,Единицы измерения,2,2,2,базовый
Фидан Ахмедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,16,Логическая задача,3,1,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,1,Числа и счёт,1,1,1,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,2,Сравнение чисел,1,1,1,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,3,Сложение в пределах 100,2,2,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,4,Вычитание в пределах 100,2,2,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,5,Разрядный состав числа,2,1,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,6,Сложение с переходом через десяток,2,1,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,7,Вычитание с переходом через десяток,2,2,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,8,Таблица умножения,2,2,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,9,Деление,2,1,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,10,Порядок действий,2,2,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,11,Текстовая задача,2,2,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,12,Составная задача (2 действия),3,2,3,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,13,Геометрические фигуры,1,2,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,14,Периметр,3,1,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,15,Единицы измерения,2,1,2,базовый
Фарид Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,16,Логическая задача,3,2,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,1,Числа и счёт,1,1,1,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,2,Сравнение чисел,1,0,1,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,3,Сложение в пределах 100,2,0,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,4,Вычитание в пределах 100,2,2,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,5,Разрядный состав числа,2,2,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,6,Сложение с переходом через десяток,2,1,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,7,Вычитание с переходом через десяток,2,2,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,8,Таблица умножения,2,2,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,9,Деление,2,2,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,10,Порядок действий,2,1,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,11,Текстовая задача,2,1,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,12,Составная задача (2 действия),3,2,3,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,13,Геометрические фигуры,1,2,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,14,Периметр,3,1,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,15,Единицы измерения,2,2,2,базовый
Зейнаб Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,16,Логическая задача,3,1,2,базовый
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,1,Числа и счёт,1,0,1,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,2,Сравнение чисел,1,1,1,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,3,Сложение в пределах 100,2,1,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,4,Вычитание в пределах 100,2,1,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,5,Разрядный состав числа,2,1,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,6,Сложение с переходом через десяток,2,0,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,7,Вычитание с переходом через десяток,2,1,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,8,Таблица умножения,2,0,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,9,Деление,2,2,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,10,Порядок действий,2,1,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,11,Текстовая задача,2,1,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,12,Составная задача (2 действия),3,2,3,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,13,Геометрические фигуры,1,1,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,14,Периметр,3,1,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,15,Единицы измерения,2,1,2,недостаточный
Орхан Гасанов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,16,Логическая задача,3,0,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,1,Числа и счёт,1,0,1,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,2,Сравнение чисел,1,0,1,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,3,Сложение в пределах 100,2,0,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,4,Вычитание в пределах 100,2,2,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,5,Разрядный состав числа,2,0,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,6,Сложение с переходом через десяток,2,1,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,7,Вычитание с переходом через десяток,2,0,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,8,Таблица умножения,2,0,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,9,Деление,2,1,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,10,Порядок действий,2,0,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,11,Текстовая задача,2,1,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,12,Составная задача (2 действия),3,1,3,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,13,Геометрические фигуры,1,0,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,14,Периметр,3,0,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,15,Единицы измерения,2,0,2,недостаточный
Хаяла Мамедов,Учитель 08,Лицей №3,3А,3,AZ,в проекте,16,Логическая задача,3,0,2,недостаточный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,1,Числа и счёт,1,1,1,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,4,Вычитание в пределах 100,2,2,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,5,Разрядный состав числа,2,1,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,6,Сложение с переходом через десяток,2,1,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,7,Вычитание с переходом через десяток,2,1,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,8,Таблица умножения,2,1,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,9,Деление,2,2,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,10,Порядок действий,2,1,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,11,Текстовая задача,2,1,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,12,Составная задача (2 действия),3,2,3,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,13,Геометрические фигуры,1,2,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,14,Периметр,3,1,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,15,Единицы измерения,2,0,2,удовлетворительный
Тимур Лебедева,Учитель 09,Школа №34,2Б,2,RU,в проекте,16,Логическая задача,3,2,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,1,Числа и счёт,1,1,1,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,4,Вычитание в пределах 100,2,2,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,5,Разрядный состав числа,2,2,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,6,Сложение с переходом через десяток,2,2,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,7,Вычитание с переходом через десяток,2,2,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,8,Таблица умножения,2,1,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,9,Деление,2,0,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,10,Порядок действий,2,1,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,11,Текстовая задача,2,1,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,12,Составная задача (2 действия),3,2,3,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,13,Геометрические фигуры,1,0,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,14,Периметр,3,2,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,15,Единицы измерения,2,1,2,удовлетворительный
Роман Новикова,Учитель 09,Школа №34,2Б,2,RU,в проекте,16,Логическая задача,3,0,2,удовлетворительный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,1,Числа и счёт,1,0,1,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,2,Сравнение чисел,1,0,1,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,3,Сложение в пределах 100,2,2,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,4,Вычитание в пределах 100,2,1,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,5,Разрядный состав числа,2,0,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,6,Сложение с переходом через десяток,2,1,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,7,Вычитание с переходом через десяток,2,1,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,8,Таблица умножения,2,1,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,9,Деление,2,0,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,10,Порядок действий,2,2,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,11,Текстовая задача,2,1,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,12,Составная задача (2 действия),3,1,3,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,13,Геометрические фигуры,1,1,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,14,Периметр,3,2,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,15,Единицы измерения,2,2,2,недостаточный
Дарья Волкова,Учитель 09,Школа №34,2Б,2,RU,в проекте,16,Логическая задача,3,0,2,недостаточный
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,1,Числа и счёт,1,1,1,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,2,Сравнение чисел,1,0,1,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,3,Сложение в пределах 100,2,2,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,4,Вычитание в пределах 100,2,2,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,5,Разрядный состав числа,2,2,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,6,Сложение с переходом через десяток,2,1,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,7,Вычитание с переходом через десяток,2,1,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,8,Таблица умножения,2,1,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,9,Деление,2,2,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,10,Порядок действий,2,2,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,11,Текстовая задача,2,2,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,12,Составная задача (2 действия),3,2,3,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,13,Геометрические фигуры,1,2,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,14,Периметр,3,2,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,15,Единицы измерения,2,2,2,базовый
Дмитрий Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,16,Логическая задача,3,1,2,базовый
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,1,Числа и счёт,1,0,1,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,2,Сравнение чисел,1,1,1,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,3,Сложение в пределах 100,2,2,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,4,Вычитание в пределах 100,2,1,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,5,Разрядный состав числа,2,1,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,6,Сложение с переходом через десяток,2,2,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,7,Вычитание с переходом через десяток,2,1,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,8,Таблица умножения,2,0,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,9,Деление,2,1,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,10,Порядок действий,2,0,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,11,Текстовая задача,2,1,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,12,Составная задача (2 действия),3,1,3,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,13,Геометрические фигуры,1,0,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,14,Периметр,3,1,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,15,Единицы измерения,2,1,2,недостаточный
Анна Иванов,Учитель 09,Школа №34,2Б,2,RU,в проекте,16,Логическая задача,3,0,2,недостаточный
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,1,Числа и счёт,1,1,1,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,2,Сравнение чисел,1,1,1,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,3,Сложение в пределах 100,2,1,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,4,Вычитание в пределах 100,2,2,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,5,Разрядный состав числа,2,1,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,6,Сложение с переходом через десяток,2,1,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,7,Вычитание с переходом через десяток,2,0,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,8,Таблица умножения,2,2,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,9,Деление,2,2,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,10,Порядок действий,2,2,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,11,Текстовая задача,2,1,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,12,Составная задача (2 действия),3,3,3,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,13,Геометрические фигуры,1,2,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,14,Периметр,3,0,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,15,Единицы измерения,2,2,2,базовый
Ева Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,16,Логическая задача,3,1,2,базовый
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,1,Числа и счёт,1,0,1,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,4,Вычитание в пределах 100,2,2,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,5,Разрядный состав числа,2,2,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,6,Сложение с переходом через десяток,2,2,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,7,Вычитание с переходом через десяток,2,1,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,8,Таблица умножения,2,1,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,9,Деление,2,1,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,10,Порядок действий,2,2,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,11,Текстовая задача,2,1,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,12,Составная задача (2 действия),3,1,3,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,13,Геометрические фигуры,1,1,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,14,Периметр,3,1,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,15,Единицы измерения,2,1,2,удовлетворительный
Роман Смирнов,Учитель 09,Школа №34,2Б,2,RU,в проекте,16,Логическая задача,3,2,2,удовлетворительный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,1,Числа и счёт,1,1,1,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,2,Сравнение чисел,1,0,1,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,3,Сложение в пределах 100,2,2,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,4,Вычитание в пределах 100,2,0,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,5,Разрядный состав числа,2,1,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,6,Сложение с переходом через десяток,2,0,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,7,Вычитание с переходом через десяток,2,2,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,8,Таблица умножения,2,0,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,9,Деление,2,2,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,10,Порядок действий,2,0,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,11,Текстовая задача,2,2,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,12,Составная задача (2 действия),3,0,3,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,13,Геометрические фигуры,1,1,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,14,Периметр,3,1,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,15,Единицы измерения,2,0,2,недостаточный
Варвара Лебедев,Учитель 09,Школа №34,2Б,2,RU,в проекте,16,Логическая задача,3,0,2,недостаточный
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,1,Числа и счёт,1,1,1,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,2,Сравнение чисел,1,1,1,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,3,Сложение в пределах 100,2,2,2,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,4,Вычитание в пределах 100,2,1,2,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,5,Разрядный состав числа,2,1,2,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,6,Сложение с переходом через десяток,2,2,2,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,7,Вычитание с переходом через десяток,2,2,2,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,8,Таблица умножения,2,2,2,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,9,Деление,2,1,2,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,10,Порядок действий,2,2,2,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,11,Текстовая задача,2,1,2,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,12,Составная задача (2 действия),3,0,3,базовый
Милана Волков,Учитель 09,Школа №34,2Б,2,RU,в проекте,13,Геометрические фигуры,1,2,2,базовый
